Location ID,Time,Recorder,,Page,Segment,Direction,Count,Gender ,Helmet,Wrong way,Sidewalk,Notes,Construction
101,AM,Vanessa Cianci,,2,1,1,8,0,7,1,1,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,1,2,2,0,0,0,1,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,1,3,1,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,1,4,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,2,1,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,2,2,1,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,2,3,1,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,2,4,1,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,3,1,7,2,7,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,3,2,5,2,3,2,2,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,3,3,2,1,2,1,1,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,3,4,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,4,1,3,0,3,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,4,2,4,1,4,2,2,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,4,3,4,0,2,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,2,4,4,2,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,1,1,7,1,7,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,1,2,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,1,3,3,1,3,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,1,4,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,2,1,2,0,2,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,2,2,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,2,3,2,1,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,2,4,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,3,1,2,0,2,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,3,2,5,0,5,1,1,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,3,3,2,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,3,4,0,0,0,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,4,1,2,1,2,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,4,2,2,0,1,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,4,3,4,3,3,0,0,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,AM,Vanessa Cianci,,1,4,4,1,0,0,0,1,"sdw: Vanessa signed up for 165A, University and Priest; she apparently wrote the intersection in but not the location ID so this is all in doubt",
101,PM,Alex Oreschak,,1,1,1,3,1,3,0,0,,
101,PM,Alex Oreschak,,1,1,2,2,1,2,2,2,,
101,PM,Alex Oreschak,,1,1,3,2,0,1,0,1,,
101,PM,Alex Oreschak,,1,1,4,2,0,1,0,0,,
101,PM,Alex Oreschak,,1,2,1,2,0,0,0,0,,
101,PM,Alex Oreschak,,1,2,2,4,1,0,0,3,,
101,PM,Alex Oreschak,,1,2,3,2,0,1,0,1,,
101,PM,Alex Oreschak,,1,2,4,4,0,2,1,1,,
101,PM,Alex Oreschak,,1,3,1,11,1,10,0,0,,
101,PM,Alex Oreschak,,1,3,2,0,0,0,0,0,,
101,PM,Alex Oreschak,,1,3,3,3,1,2,1,1,,
101,PM,Alex Oreschak,,1,3,4,2,1,2,0,0,,
101,PM,Alex Oreschak,,1,4,1,3,0,1,0,0,,
101,PM,Alex Oreschak,,1,4,2,0,0,0,0,0,,
101,PM,Alex Oreschak,,1,4,3,4,0,4,1,1,,
101,PM,Alex Oreschak,,1,4,4,2,1,0,1,1,,
101,PM,Alex Oreschak,,2,1,1,4,1,3,0,1,Noticed many bike riders exiting Marquee Parking Lot.  May be traffic from lake or riders cutting thru parking lot to avoid intersections. These riders NOT counted as approach was uncertain. ,
101,PM,Alex Oreschak,,2,1,2,3,0,2,1,2,Noticed many bike riders exiting Marquee Parking Lot.  May be traffic from lake or riders cutting thru parking lot to avoid intersections. These riders NOT counted as approach was uncertain. ,
